Sample number,Total handshake duration (s),Total handshake packets,Total handshake size (B),Time MasterInformationBlock (s),Time SIB1 (s),Time SIB2 SIB3 (s),Time RRCConnectionRequest (s),Time RRCConnectionSetup (s),Time RRCConnectionSetupComplete (s),Size MasterInformationBlock (B),Size SIB1 (B),Size SIB2 SIB3 (B),Size RRCConnectionRequest (B),Size RRCConnectionSetup (B),Size RRCConnectionSetupComplete (B),
497,0.31783390045166016,7,602,0.0,0.06374597549438477,0.25305891036987305,0.27523303031921387,0.2873530387878418,0.31783390045166016,37,147,75,41,66,191,
498,0.31923890113830566,7,602,0.0,0.0640110969543457,0.2535688877105713,0.2755858898162842,0.28752899169921875,0.31923890113830566,37,147,75,41,66,191,
499,0.3208310604095459,7,602,0.0,0.06393909454345703,0.2537100315093994,0.27677321434020996,0.28996706008911133,0.3208310604095459,37,147,75,41,66,191,
500,0.323883056640625,7,602,0.0,0.06415200233459473,0.25496411323547363,0.2819020748138428,0.29440903663635254,0.323883056640625,37,147,75,41,66,191,
501,0.3204619884490967,7,602,0.0,0.06401801109313965,0.25465989112854004,0.2767679691314697,0.28870105743408203,0.3204619884490967,37,147,75,41,66,191,
502,0.31729912757873535,7,602,0.0,0.06399011611938477,0.25393199920654297,0.2760341167449951,0.2878730297088623,0.31729912757873535,37,147,75,41,66,191,
503,0.3189549446105957,7,602,0.0,0.06343483924865723,0.25333404541015625,0.2754809856414795,0.2883780002593994,0.3189549446105957,37,147,75,41,66,191,
504,0.32024693489074707,7,602,0.0,0.06404495239257812,0.2538599967956543,0.27603793144226074,0.28794288635253906,0.32024693489074707,37,147,75,41,66,191,
505,0.3204810619354248,7,602,0.0,0.06406402587890625,0.2545199394226074,0.2766609191894531,0.2897679805755615,0.3204810619354248,37,147,75,41,66,191,
506,0.3208498954772949,7,602,0.0,0.06406998634338379,0.25371694564819336,0.2783219814300537,0.29155397415161133,0.3208498954772949,37,147,75,41,66,191,
507,0.32179903984069824,7,602,0.0,0.0645439624786377,0.25398707389831543,0.276141881942749,0.2897908687591553,0.32179903984069824,37,147,75,41,66,191,
508,0.31795716285705566,7,602,0.0,0.06410002708435059,0.2544431686401367,0.2767331600189209,0.2889389991760254,0.31795716285705566,37,147,75,41,66,191,
509,0.32004308700561523,7,602,0.0,0.06374788284301758,0.2531929016113281,0.27520108222961426,0.289247989654541,0.32004308700561523,37,147,75,41,66,191,
510,0.31679701805114746,7,602,0.0,0.06406903266906738,0.2539219856262207,0.27602601051330566,0.2878270149230957,0.31679701805114746,37,147,75,41,66,191,
511,0.3240199089050293,7,602,0.0,0.0642080307006836,0.25478196144104004,0.280210018157959,0.29325103759765625,0.3240199089050293,37,147,75,41,66,191,
512,0.32169508934020996,7,602,0.0,0.0687720775604248,0.25879502296447754,0.28082990646362305,0.2937300205230713,0.32169508934020996,37,147,75,41,66,191,
513,0.31658101081848145,7,602,0.0,0.06340599060058594,0.25323009490966797,0.27536702156066895,0.28719496726989746,0.31658101081848145,37,147,75,41,66,191,
514,0.31676816940307617,7,602,0.0,0.06379818916320801,0.25373411178588867,0.27585697174072266,0.28774213790893555,0.31676816940307617,37,147,75,41,66,191,
515,0.32530999183654785,7,602,0.0,0.06372618675231934,0.26032114028930664,0.2825641632080078,0.29483509063720703,0.32530999183654785,37,147,75,41,66,191,
516,0.3178541660308838,7,602,0.0,0.06374502182006836,0.25441408157348633,0.27649402618408203,0.2886819839477539,0.3178541660308838,37,147,75,41,66,191,
517,0.31762003898620605,7,602,0.0,0.06379890441894531,0.25397682189941406,0.27619099617004395,0.28801703453063965,0.31762003898620605,37,147,75,41,66,191,
518,0.3181591033935547,7,602,0.0,0.06406497955322266,0.2537851333618164,0.276947021484375,0.2894301414489746,0.3181591033935547,37,147,75,41,66,191,
519,0.322113037109375,7,602,0.0,0.0698249340057373,0.2589390277862549,0.2810218334197998,0.2929348945617676,0.322113037109375,37,147,75,41,66,191,
520,0.3203730583190918,7,602,0.0,0.0641779899597168,0.25409817695617676,0.2762260437011719,0.2893180847167969,0.3203730583190918,37,147,75,41,66,191,
521,0.32480311393737793,7,602,0.0,0.06361007690429688,0.2535691261291504,0.28151512145996094,0.2929990291595459,0.32480311393737793,37,147,75,41,66,191,
522,0.32764387130737305,7,602,0.0,0.07138586044311523,0.26081299781799316,0.28305888175964355,0.2949948310852051,0.32764387130737305,37,147,75,41,66,191,
523,0.3204660415649414,7,602,0.0,0.06398916244506836,0.25403714179992676,0.2773590087890625,0.2893979549407959,0.3204660415649414,37,147,75,41,66,191,
