1687826905087929,1687826905795165,707235,
1687827015656046,1687827016266784,610738,
1687827033433634,1687827034046690,613055,
1687827051264034,1687827051903449,639414,
1687827069071363,1687827069665762,594399,
1687827087062211,1687827087658789,596577,
1687827105017496,1687827105620241,602745,
1687827122204479,1687827122798497,594018,
1687827139991202,1687827140598247,607044,
1687827157622688,1687827158240070,617381,
1687827175185017,1687827175779735,594717,
1687827193045236,1687827193643976,598740,
1687827210271953,1687827210866529,594575,
1687827228131299,1687827228727335,596035,
1687827245670270,1687827246271127,600857,
1687827263095399,1687827263697369,601970,
1687827280716738,1687827281299465,582727,
1687827298096812,1687827298692188,595375,
1687827315515423,1687827316120704,605281,
1687827333353147,1687827333970300,617153,
1687827351103916,1687827351705978,602061,
1687827368718668,1687827369334463,615795,
1687827386543663,1687827387145077,601413,
1687827403730444,1687827404323034,592589,
1687827421565529,1687827422163005,597476,
1687827439710443,1687827440337793,627350,
1687827457601176,1687827458215210,614034,
1687827475125253,1687827475721533,596280,
1687827492799570,1687827493409987,610416,
1687827510596384,1687827511191704,595319,
1687827528018834,1687827528628276,609442,
1687827545971911,1687827546584147,612236,
1687827564056225,1687827564653120,596894,
1687827581799663,1687827582410303,610639,
1687827600089032,1687827600695850,606818,
1687827618097408,1687827618691973,594564,
1687827635704871,1687827636300766,595894,
1687827653206420,1687827653800091,593671,
1687827671165027,1687827671775253,610226,
1687827689435747,1687827690051161,615414,
1687827707100642,1687827707692973,592331,
1687827724712465,1687827725313230,600764,
1687827743148673,1687827743745339,596665,
1687827761118255,1687827761872712,754457,
1687827779141356,1687827779756416,615059,
1687827797528998,1687827798141993,612995,
1687827815635212,1687827816231616,596404,
1687827833588969,1687827834182408,593438,
1687827851606682,1687827852221583,614900,
1687827869290845,1687827869916357,625512,
1687827887125451,1687827887726176,600725,
1687827905082386,1687827905667127,584741,
1687827922769394,1687827923364214,594820,
1687827941045452,1687827941655755,610303,
1687827958795977,1687827959403193,607216,
1687827976632737,1687827977238145,605407,
1687828035172034,1687828035766290,594255,
1687828053556940,1687828054152778,595838,
1687828071042510,1687828071642323,599813,
1687828088917111,1687828089533597,616486,
1687828106613746,1687828107233086,619340,
1687828124625824,1687828125218788,592963,
1687828142377180,1687828142998753,621573,
1687828160598724,1687828161200100,601375,
1687828178339837,1687828178972858,633020,
1687828196125746,1687828196720228,594482,
1687828214037527,1687828214634346,596819,
1687828231630409,1687828232239265,608856,
1687828249470781,1687828250104588,633807,
1687828267519053,1687828268122345,603292,
1687828285514559,1687828286117715,603155,
1687828303093369,1687828303685148,591778,
1687828321214617,1687828321808084,593466,
1687828339007992,1687828339616652,608660,
1687828357119428,1687828357707534,588105,
1687828374985581,1687828375616917,631336,
1687828392746779,1687828393349905,603125,
1687828410599252,1687828411222539,623286,
1687828429005792,1687828429609234,603442,
1687828447028910,1687828447631363,602453,
1687828465104849,1687828465707918,603068,
1687828482788819,1687828483382751,593932,
1687828500732949,1687828501326825,593876,
1687828518626524,1687828519240418,613893,
1687828536169901,1687828536761435,591534,
1687828554051182,1687828554649857,598675,
1687828571671454,1687828572268123,596668,
1687828589091789,1687828589684688,592899,
1687828607196891,1687828607788742,591850,
1687828625699829,1687828626370063,670233,
1687828643098787,1687828643693197,594409,
1687828661155947,1687828661745869,589921,
1687828679423807,1687828680040693,616885,
1687828697632091,1687828698228235,596144,
1687828715472347,1687828716086741,614393,
1687828733103355,1687828733707145,603789,
1687828751095622,1687828751692085,596463,
