Sample number,Total handshake duration (s),Total handshake packets,Total handshake size (B),Time MasterInformationBlock (s),Time SIB1 (s),Time SIB2 SIB3 (s),Time RRCConnectionRequest (s),Time RRCConnectionSetup (s),Time RRCConnectionSetupComplete (s),Size MasterInformationBlock (B),Size SIB1 (B),Size SIB2 SIB3 (B),Size RRCConnectionRequest (B),Size RRCConnectionSetup (B),Size RRCConnectionSetupComplete (B),
19,1.1457741260528564,7,582,0.0,0.09615516662597656,1.0793750286102295,1.1026551723480225,1.116016149520874,1.1457741260528564,37,127,75,41,66,191,
20,1.1435909271240234,7,582,0.0,0.09681487083435059,1.0760860443115234,1.1001439094543457,1.1140899658203125,1.1435909271240234,37,127,75,41,66,191,
21,1.1461689472198486,7,582,0.0,0.09650683403015137,1.0804808139801025,1.103745937347412,1.1169979572296143,1.1461689472198486,37,127,75,41,66,191,
22,1.1854000091552734,7,582,0.0,0.09323620796203613,1.117185115814209,1.141538143157959,1.1551620960235596,1.1854000091552734,37,127,75,41,66,191,
23,1.0933880805969238,7,582,0.0,0.09231090545654297,1.024751901626587,1.0489170551300049,1.0627069473266602,1.0933880805969238,37,127,75,41,66,191,
24,1.200387954711914,7,582,0.0,0.0966649055480957,1.1319079399108887,1.1560869216918945,1.1699199676513672,1.200387954711914,37,127,75,41,66,191,
25,1.2579538822174072,7,582,0.0,0.09699797630310059,1.1905999183654785,1.2147369384765625,1.2280778884887695,1.2579538822174072,37,127,75,41,66,191,
26,1.17386794090271,7,582,0.0,0.09715485572814941,1.1052260398864746,1.1293690204620361,1.1431770324707031,1.17386794090271,37,127,75,41,66,191,
27,1.203705072402954,7,582,0.0,0.09671616554260254,1.1354031562805176,1.159623146057129,1.1735491752624512,1.203705072402954,37,127,75,41,66,191,
28,1.1839320659637451,7,582,0.0,0.09153604507446289,1.117095947265625,1.1406848430633545,1.1543290615081787,1.1839320659637451,37,127,75,41,66,191,
29,1.1622850894927979,7,582,0.0,0.0946650505065918,1.0953631401062012,1.1190500259399414,1.13230299949646,1.1622850894927979,37,127,75,41,66,191,
30,1.213148832321167,7,582,0.0,0.09666299819946289,1.1447889804840088,1.169503927230835,1.1831319332122803,1.213148832321167,37,127,75,41,66,191,
31,1.158280849456787,7,582,0.0,0.09605884552001953,1.0897068977355957,1.1142749786376953,1.128143072128296,1.158280849456787,37,127,75,41,66,191,
32,1.2606189250946045,7,582,0.0,0.0973351001739502,1.1918230056762695,1.2160160541534424,1.2300539016723633,1.2606189250946045,37,127,75,41,66,191,
33,1.1745119094848633,7,582,0.0,0.09740185737609863,1.1069989204406738,1.1308248043060303,1.1445579528808594,1.1745119094848633,37,127,75,41,66,191,
34,1.2096741199493408,7,582,0.0,0.09612512588500977,1.141313076019287,1.1653931140899658,1.1791141033172607,1.2096741199493408,37,127,75,41,66,191,
35,1.0978291034698486,7,582,0.0,0.0971229076385498,1.0295240879058838,1.05330491065979,1.067176103591919,1.0978291034698486,37,127,75,41,66,191,
36,1.1976120471954346,7,582,0.0,0.09726309776306152,1.1297600269317627,1.1543090343475342,1.1677031517028809,1.1976120471954346,37,127,75,41,66,191,
37,1.136246919631958,7,582,0.0,0.09403491020202637,1.0664398670196533,1.0907928943634033,1.104557991027832,1.136246919631958,37,127,75,41,66,191,
38,1.1047050952911377,7,582,0.0,0.09233307838439941,1.0366740226745605,1.0606579780578613,1.074666976928711,1.1047050952911377,37,127,75,41,66,191,
39,1.1563010215759277,7,582,0.0,0.09636712074279785,1.0891950130462646,1.1132020950317383,1.1267659664154053,1.1563010215759277,37,127,75,41,66,191,
40,1.2065470218658447,7,582,0.0,0.09699487686157227,1.1400599479675293,1.163804054260254,1.177182912826538,1.2065470218658447,37,127,75,41,66,191,
41,1.1889169216156006,7,582,0.0,0.09721088409423828,1.120285987854004,1.1446268558502197,1.1583130359649658,1.1889169216156006,37,127,75,41,66,191,
42,1.2085881233215332,7,582,0.0,0.09876203536987305,1.140484094619751,1.1654319763183594,1.1787819862365723,1.2085881233215332,37,127,75,41,66,191,
43,1.1828458309173584,7,582,0.0,0.09601283073425293,1.1132168769836426,1.137739896774292,1.152094841003418,1.1828458309173584,37,127,75,41,66,191,
44,1.1977951526641846,7,582,0.0,0.09548497200012207,1.1281189918518066,1.1531739234924316,1.1672630310058594,1.1977951526641846,37,127,75,41,66,191,
45,1.1554279327392578,7,582,0.0,0.09567403793334961,1.0869629383087158,1.1111030578613281,1.1246531009674072,1.1554279327392578,37,127,75,41,66,191,
46,1.155013084411621,7,582,0.0,0.09670710563659668,1.088771104812622,1.11216402053833,1.1255199909210205,1.155013084411621,37,127,75,41,66,191,
47,1.240278959274292,7,582,0.0,0.09221601486206055,1.176806926727295,1.199275016784668,1.212007999420166,1.240278959274292,37,127,75,41,66,191,
48,1.1824390888214111,7,582,0.0,0.09746623039245605,1.1143031120300293,1.1387932300567627,1.1525850296020508,1.1824390888214111,37,127,75,41,66,191,
49,1.2344651222229004,7,582,0.0,0.09628415107727051,1.1649961471557617,1.189190149307251,1.203294038772583,1.2344651222229004,37,127,75,41,66,191,
50,1.2020859718322754,7,582,0.0,0.09832882881164551,1.1341688632965088,1.1583549976348877,1.1718308925628662,1.2020859718322754,37,127,75,41,66,191,
