Sample number,Total handshake duration (s),Total handshake packets,Total handshake size (B),Time MasterInformationBlock (s),Time SIB1 (s),Time SIB2 SIB3 (s),Time RRCConnectionRequest (s),Time RRCConnectionSetup (s),Time RRCConnectionSetupComplete (s),Size MasterInformationBlock (B),Size SIB1 (B),Size SIB2 SIB3 (B),Size RRCConnectionRequest (B),Size RRCConnectionSetup (B),Size RRCConnectionSetupComplete (B),
51,1.135396957397461,7,582,0.0,0.09622883796691895,1.0676319599151611,1.092059850692749,1.1055428981781006,1.135396957397461,37,127,75,41,66,191,
52,1.1600489616394043,7,582,0.0,0.09678411483764648,1.092087984085083,1.1164140701293945,1.1300790309906006,1.1600489616394043,37,127,75,41,66,191,
53,1.2376720905303955,7,582,0.0,0.09378600120544434,1.1701641082763672,1.1942529678344727,1.207637071609497,1.2376720905303955,37,127,75,41,66,191,
54,1.2245161533355713,7,582,0.0,0.09786200523376465,1.1566040515899658,1.180927038192749,1.1943631172180176,1.2245161533355713,37,127,75,41,66,191,
55,1.1929399967193604,7,582,0.0,0.09296298027038574,1.129338026046753,1.1520099639892578,1.1647908687591553,1.1929399967193604,37,127,75,41,66,191,
56,1.2603068351745605,7,582,0.0,0.09607791900634766,1.1925528049468994,1.2165148258209229,1.2302567958831787,1.2603068351745605,37,127,75,41,66,191,
57,1.1462359428405762,7,582,0.0,0.09261107444763184,1.0827441215515137,1.1050739288330078,1.1179249286651611,1.1462359428405762,37,127,75,41,66,191,
58,1.2030479907989502,7,582,0.0,0.09560179710388184,1.1332287788391113,1.1579699516296387,1.1717219352722168,1.2030479907989502,37,127,75,41,66,191,
59,1.170536994934082,7,582,0.0,0.09643888473510742,1.1014668941497803,1.1259698867797852,1.1406528949737549,1.170536994934082,37,127,75,41,66,191,
60,1.2733280658721924,7,582,0.0,0.09612703323364258,1.2041630744934082,1.2284882068634033,1.2423601150512695,1.2733280658721924,37,127,75,41,66,191,
61,1.166245937347412,7,582,0.0,0.09764504432678223,1.098634958267212,1.1227478981018066,1.1361029148101807,1.166245937347412,37,127,75,41,66,191,
62,1.2201170921325684,7,582,0.0,0.09627699851989746,1.150801181793213,1.1754100322723389,1.1894121170043945,1.2201170921325684,37,127,75,41,66,191,
63,1.2586359977722168,7,582,0.0,0.09707117080688477,1.1902401447296143,1.214402198791504,1.2280349731445312,1.2586359977722168,37,127,75,41,66,191,
64,1.1330618858337402,7,582,0.0,0.09543585777282715,1.0650520324707031,1.0892250537872314,1.1040990352630615,1.1330618858337402,37,127,75,41,66,191,
65,1.1026980876922607,7,582,0.0,0.09685516357421875,1.0329351425170898,1.0574491024017334,1.0714471340179443,1.1026980876922607,37,127,75,41,66,191,
66,1.218667984008789,7,582,0.0,0.09656000137329102,1.150264024734497,1.1745920181274414,1.1894340515136719,1.218667984008789,37,127,75,41,66,191,
67,1.1455202102661133,7,582,0.0,0.0958251953125,1.0760090351104736,1.100600004196167,1.1144320964813232,1.1455202102661133,37,127,75,41,66,191,
68,1.232945203781128,7,582,0.0,0.09577298164367676,1.1646151542663574,1.1887590885162354,1.2025210857391357,1.232945203781128,37,127,75,41,66,191,
69,1.1495039463043213,7,582,0.0,0.09654402732849121,1.0796809196472168,1.1039619445800781,1.1178078651428223,1.1495039463043213,37,127,75,41,66,191,
70,1.209439992904663,7,582,0.0,0.09682202339172363,1.141037940979004,1.1654009819030762,1.1805529594421387,1.209439992904663,37,127,75,41,66,191,
71,1.2439119815826416,7,582,0.0,0.09697198867797852,1.175623893737793,1.1996510028839111,1.2136268615722656,1.2439119815826416,37,127,75,41,66,191,
72,1.208259105682373,7,582,0.0,0.0947260856628418,1.1401290893554688,1.1640620231628418,1.1777570247650146,1.208259105682373,37,127,75,41,66,191,
73,1.0056250095367432,7,582,0.0,0.09550213813781738,0.9378299713134766,0.9622941017150879,0.9760551452636719,1.0056250095367432,37,127,75,41,66,191,
74,1.1870639324188232,7,582,0.0,0.09566187858581543,1.1165199279785156,1.1411800384521484,1.1556429862976074,1.1870639324188232,37,127,75,41,66,191,
75,1.1948480606079102,7,582,0.0,0.09718203544616699,1.1265950202941895,1.150757074356079,1.1643409729003906,1.1948480606079102,37,127,75,41,66,191,
76,1.2203178405761719,7,582,0.0,0.09652996063232422,1.1524767875671387,1.1766448020935059,1.1900599002838135,1.2203178405761719,37,127,75,41,66,191,
77,1.2058751583099365,7,582,0.0,0.09936714172363281,1.1375210285186768,1.1618590354919434,1.175394058227539,1.2058751583099365,37,127,75,41,66,191,
78,1.1261529922485352,7,582,0.0,0.09478902816772461,1.060276985168457,1.083439826965332,1.096728801727295,1.1261529922485352,37,127,75,41,66,191,
79,1.165536880493164,7,582,0.0,0.09171605110168457,1.0998320579528809,1.1231689453125,1.1367230415344238,1.165536880493164,37,127,75,41,66,191,
80,1.1155049800872803,7,582,0.0,0.09746503829956055,1.0471298694610596,1.071593999862671,1.0864038467407227,1.1155049800872803,37,127,75,41,66,191,
81,1.2210979461669922,7,582,0.0,0.09718084335327148,1.152207851409912,1.1765649318695068,1.1905097961425781,1.2210979461669922,37,127,75,41,66,191,
82,1.1690990924835205,7,582,0.0,0.09591102600097656,1.1030220985412598,1.1263091564178467,1.1397631168365479,1.1690990924835205,37,127,75,41,66,191,
83,1.2052929401397705,7,582,0.0,0.09733295440673828,1.136451005935669,1.1609718799591064,1.1749210357666016,1.2052929401397705,37,127,75,41,66,191,
84,1.2160401344299316,7,582,0.0,0.09735393524169922,1.1461660861968994,1.1708321571350098,1.1851789951324463,1.2160401344299316,37,127,75,41,66,191,
85,1.2128078937530518,7,582,0.0,0.09671998023986816,1.1445469856262207,1.1689178943634033,1.1827549934387207,1.2128078937530518,37,127,75,41,66,191,
86,1.1861639022827148,7,582,0.0,0.0967860221862793,1.117628812789917,1.1417670249938965,1.155642032623291,1.1861639022827148,37,127,75,41,66,191,
87,1.2337830066680908,7,582,0.0,0.09665513038635254,1.1662189960479736,1.1905062198638916,1.2051451206207275,1.2337830066680908,37,127,75,41,66,191,
88,1.2041029930114746,7,582,0.0,0.09789490699768066,1.1363170146942139,1.1601378917694092,1.1737830638885498,1.2041029930114746,37,127,75,41,66,191,
89,1.205260992050171,7,582,0.0,0.09812784194946289,1.137671947479248,1.161531925201416,1.1749849319458008,1.205260992050171,37,127,75,41,66,191,
90,1.1583139896392822,7,582,0.0,0.09359884262084961,1.095146894454956,1.1171259880065918,1.1297128200531006,1.1583139896392822,37,127,75,41,66,191,
91,1.2135000228881836,7,582,0.0,0.09368300437927246,1.145664930343628,1.1699039936065674,1.1832399368286133,1.2135000228881836,37,127,75,41,66,191,
92,1.0118718147277832,7,582,0.0,0.09713101387023926,0.9451868534088135,0.9689738750457764,0.9823260307312012,1.0118718147277832,37,127,75,41,66,191,
93,1.1701209545135498,7,582,0.0,0.09183907508850098,1.107187032699585,1.1292939186096191,1.142017126083374,1.1701209545135498,37,127,75,41,66,191,
94,1.2041499614715576,7,582,0.0,0.09759211540222168,1.1367449760437012,1.1609129905700684,1.1742210388183594,1.2041499614715576,37,127,75,41,66,191,
95,1.2760310173034668,7,582,0.0,0.0960690975189209,1.2096209526062012,1.2334330081939697,1.2466959953308105,1.2760310173034668,37,127,75,41,66,191,
96,1.2015631198883057,7,582,0.0,0.09720015525817871,1.1338000297546387,1.1579921245574951,1.171903133392334,1.2015631198883057,37,127,75,41,66,191,
97,1.2502269744873047,7,582,0.0,0.09666204452514648,1.1803169250488281,1.204761028289795,1.218829870223999,1.2502269744873047,37,127,75,41,66,191,
98,1.1519031524658203,7,582,0.0,0.09559798240661621,1.0819611549377441,1.1066091060638428,1.1208350658416748,1.1519031524658203,37,127,75,41,66,191,
99,1.202380895614624,7,582,0.0,0.09538984298706055,1.133793830871582,1.1581459045410156,1.1719839572906494,1.202380895614624,37,127,75,41,66,191,
100,1.21983003616333,7,582,0.0,0.0974879264831543,1.1515138149261475,1.175691843032837,1.1894879341125488,1.21983003616333,37,127,75,41,66,191,
101,1.2978558540344238,7,582,0.0,0.09729790687561035,1.2291648387908936,1.2536749839782715,1.268610954284668,1.2978558540344238,37,127,75,41,66,191,
102,1.1131200790405273,7,582,0.0,0.09754419326782227,1.0450141429901123,1.0694739818572998,1.0834581851959229,1.1131200790405273,37,127,75,41,66,191,
103,1.1570079326629639,7,582,0.0,0.09785795211791992,1.0882360935211182,1.1126399040222168,1.126439094543457,1.1570079326629639,37,127,75,41,66,191,
104,1.210886001586914,7,582,0.0,0.09779906272888184,1.143200159072876,1.1674041748046875,1.1807551383972168,1.210886001586914,37,127,75,41,66,191,
105,1.2235469818115234,7,582,0.0,0.09823799133300781,1.155653953552246,1.1798279285430908,1.1931679248809814,1.2235469818115234,37,127,75,41,66,191,
106,1.1961748600006104,7,582,0.0,0.09798097610473633,1.1273839473724365,1.1520988941192627,1.1660208702087402,1.1961748600006104,37,127,75,41,66,191,
107,1.2088119983673096,7,582,0.0,0.09518980979919434,1.1404027938842773,1.1646089553833008,1.178346872329712,1.2088119983673096,37,127,75,41,66,191,
108,1.1006410121917725,7,582,0.0,0.09741878509521484,1.031747817993164,1.0563240051269531,1.0713768005371094,1.1006410121917725,37,127,75,41,66,191,
109,1.1930360794067383,7,582,0.0,0.09469819068908691,1.1250519752502441,1.1489930152893066,1.1625051498413086,1.1930360794067383,37,127,75,41,66,191,
110,1.167382001876831,7,582,0.0,0.0979461669921875,1.0985610485076904,1.1232900619506836,1.137078046798706,1.167382001876831,37,127,75,41,66,191,
111,1.1787970066070557,7,582,0.0,0.09623908996582031,1.1105809211730957,1.1347179412841797,1.1484119892120361,1.1787970066070557,37,127,75,41,66,191,
112,1.232422113418579,7,582,0.0,0.0962820053100586,1.1636319160461426,1.187943935394287,1.2017490863800049,1.232422113418579,37,127,75,41,66,191,
113,0.9104568958282471,7,582,0.0,0.09945487976074219,0.8418409824371338,0.8662149906158447,0.8796379566192627,0.9104568958282471,37,127,75,41,66,191,
114,1.1965620517730713,7,582,0.0,0.0947730541229248,1.1287240982055664,1.1530699729919434,1.1668639183044434,1.1965620517730713,37,127,75,41,66,191,
115,1.1776890754699707,7,582,0.0,0.09563112258911133,1.1095311641693115,1.1336982250213623,1.1474781036376953,1.1776890754699707,37,127,75,41,66,191,
116,1.2503299713134766,7,582,0.0,0.0983588695526123,1.1818280220031738,1.206434965133667,1.2212510108947754,1.2503299713134766,37,127,75,41,66,191,
117,1.2028539180755615,7,582,0.0,0.09543085098266602,1.135774850845337,1.1601109504699707,1.1734299659729004,1.2028539180755615,37,127,75,41,66,191,
118,1.201672077178955,7,582,0.0,0.09635210037231445,1.1341519355773926,1.1582460403442383,1.172044038772583,1.201672077178955,37,127,75,41,66,191,
119,1.1724960803985596,7,582,0.0,0.09702491760253906,1.1042490005493164,1.1283609867095947,1.1421399116516113,1.1724960803985596,37,127,75,41,66,191,
120,1.181778907775879,7,582,0.0,0.09589505195617676,1.1122379302978516,1.1367170810699463,1.1506540775299072,1.181778907775879,37,127,75,41,66,191,
121,1.204361915588379,7,582,0.0,0.0977180004119873,1.135772943496704,1.1601910591125488,1.174004077911377,1.204361915588379,37,127,75,41,66,191,
122,1.2135660648345947,7,582,0.0,0.07093310356140137,1.146312952041626,1.170361042022705,1.1837389469146729,1.2135660648345947,37,127,75,41,66,191,
123,1.2073190212249756,7,582,0.0,0.09655499458312988,1.139374017715454,1.163405179977417,1.1773011684417725,1.2073190212249756,37,127,75,41,66,191,
124,1.1799299716949463,7,582,0.0,0.09733796119689941,1.1120638847351074,1.1358590126037598,1.149595022201538,1.1799299716949463,37,127,75,41,66,191,
125,1.1749999523162842,7,582,0.0,0.09684085845947266,1.1070728302001953,1.1312880516052246,1.1452720165252686,1.1749999523162842,37,127,75,41,66,191,
126,1.1223700046539307,7,582,0.0,0.09749197959899902,1.0542359352111816,1.0781898498535156,1.0914409160614014,1.1223700046539307,37,127,75,41,66,191,
127,1.1720318794250488,7,582,0.0,0.09269905090332031,1.1038808822631836,1.1280429363250732,1.1418089866638184,1.1720318794250488,37,127,75,41,66,191,
128,1.2395119667053223,7,582,0.0,0.09585785865783691,1.1716477870941162,1.1959338188171387,1.2097737789154053,1.2395119667053223,37,127,75,41,66,191,
129,1.1719679832458496,7,582,0.0,0.0703890323638916,1.1037631034851074,1.1280059814453125,1.1417160034179688,1.1719679832458496,37,127,75,41,66,191,
130,1.1232941150665283,7,582,0.0,0.09363317489624023,1.0546751022338867,1.0789711475372314,1.0939102172851562,1.1232941150665283,37,127,75,41,66,191,
131,1.1375551223754883,7,582,0.0,0.09247112274169922,1.0751540660858154,1.0970051288604736,1.1096830368041992,1.1375551223754883,37,127,75,41,66,191,
132,1.1981861591339111,7,582,0.0,0.09574007987976074,1.1295549869537354,1.153813123703003,1.1676380634307861,1.1981861591339111,37,127,75,41,66,191,
133,1.1846539974212646,7,582,0.0,0.09599995613098145,1.1150610446929932,1.1394579410552979,1.1533870697021484,1.1846539974212646,37,127,75,41,66,191,
134,1.2187888622283936,7,582,0.0,0.09710192680358887,1.1511359214782715,1.1752369403839111,1.1889009475708008,1.2187888622283936,37,127,75,41,66,191,
135,1.136324167251587,7,582,0.0,0.0959939956665039,1.067857027053833,1.0919890403747559,1.105661153793335,1.136324167251587,37,127,75,41,66,191,
136,1.2757220268249512,7,582,0.0,0.09644889831542969,1.2069129943847656,1.231355905532837,1.2453620433807373,1.2757220268249512,37,127,75,41,66,191,
137,1.1693289279937744,7,582,0.0,0.09694385528564453,1.0997159481048584,1.1241378784179688,1.1380198001861572,1.1693289279937744,37,127,75,41,66,191,
138,1.1384820938110352,7,582,0.0,0.09654712677001953,1.070085048675537,1.094316005706787,1.108227014541626,1.1384820938110352,37,127,75,41,66,191,
139,1.1862308979034424,7,582,0.0,0.09621095657348633,1.116966962814331,1.1414039134979248,1.155447006225586,1.1862308979034424,37,127,75,41,66,191,
140,1.2669000625610352,7,582,0.0,0.09632492065429688,1.2002050876617432,1.2236220836639404,1.2369799613952637,1.2669000625610352,37,127,75,41,66,191,
141,1.1362287998199463,7,582,0.0,0.09641480445861816,1.0682449340820312,1.092444896697998,1.1061649322509766,1.1362287998199463,37,127,75,41,66,191,
142,1.139096975326538,7,582,0.0,0.09235000610351562,1.075312852859497,1.0978548526763916,1.110651969909668,1.139096975326538,37,127,75,41,66,191,
143,1.1654818058013916,7,582,0.0,0.09590983390808105,1.0968799591064453,1.121431827545166,1.135303020477295,1.1654818058013916,37,127,75,41,66,191,
144,1.2368321418762207,7,582,0.0,0.09753203392028809,1.167388916015625,1.192068099975586,1.2062759399414062,1.2368321418762207,37,127,75,41,66,191,
145,1.201174020767212,7,582,0.0,0.0970618724822998,1.1323258876800537,1.1565699577331543,1.1706409454345703,1.201174020767212,37,127,75,41,66,191,
146,1.2375481128692627,7,582,0.0,0.09987306594848633,1.1699981689453125,1.1942691802978516,1.2078189849853516,1.2375481128692627,37,127,75,41,66,191,
147,1.201300859451294,7,582,0.0,0.0958709716796875,1.1313810348510742,1.1559789180755615,1.170271873474121,1.201300859451294,37,127,75,41,66,191,
148,1.1090641021728516,7,582,0.0,0.09809088706970215,1.0405209064483643,1.0649421215057373,1.0789220333099365,1.1090641021728516,37,127,75,41,66,191,
149,1.1462969779968262,7,582,0.0,0.09706902503967285,1.0782690048217773,1.1024250984191895,1.1158640384674072,1.1462969779968262,37,127,75,41,66,191,
150,1.1324489116668701,7,582,0.0,0.09561395645141602,1.0635559558868408,1.0883619785308838,1.101973056793213,1.1324489116668701,37,127,75,41,66,191,
151,1.2030580043792725,7,582,0.0,0.0963129997253418,1.1343810558319092,1.1588349342346191,1.1740069389343262,1.2030580043792725,37,127,75,41,66,191,
152,1.2197039127349854,7,582,0.0,0.09699606895446777,1.151310920715332,1.1754260063171387,1.1891629695892334,1.2197039127349854,37,127,75,41,66,191,
153,1.172800064086914,7,582,0.0,0.09447002410888672,1.1045300960540771,1.1284399032592773,1.1422910690307617,1.172800064086914,37,127,75,41,66,191,
154,1.1485798358917236,7,582,0.0,0.09692192077636719,1.0801057815551758,1.1044650077819824,1.1182680130004883,1.1485798358917236,37,127,75,41,66,191,
155,1.1920180320739746,7,582,0.0,0.09624814987182617,1.1232731342315674,1.1476609706878662,1.1615049839019775,1.1920180320739746,37,127,75,41,66,191,
156,0.8832809925079346,7,582,0.0,0.0968179702758789,0.8173389434814453,0.8407719135284424,0.8529369831085205,0.8832809925079346,37,127,75,41,66,191,
157,1.1144089698791504,7,582,0.0,0.0972909927368164,1.046043872833252,1.0712878704071045,1.084878921508789,1.1144089698791504,37,127,75,41,66,191,
158,1.197309970855713,7,582,0.0,0.09462714195251465,1.1290431022644043,1.153136968612671,1.1667490005493164,1.197309970855713,37,127,75,41,66,191,
159,1.1992418766021729,7,582,0.0,0.0969090461730957,1.1308040618896484,1.1551780700683594,1.1690459251403809,1.1992418766021729,37,127,75,41,66,191,
160,1.172163963317871,7,582,0.0,0.09258008003234863,1.1083738803863525,1.1310019493103027,1.144906997680664,1.172163963317871,37,127,75,41,66,191,
161,1.1829509735107422,7,582,0.0,0.09654498100280762,1.1171050071716309,1.1402850151062012,1.1536450386047363,1.1829509735107422,37,127,75,41,66,191,
162,1.203320026397705,7,582,0.0,0.09517693519592285,1.13462495803833,1.158841848373413,1.1727778911590576,1.203320026397705,37,127,75,41,66,191,
163,1.2076630592346191,7,582,0.0,0.09662103652954102,1.1396079063415527,1.1637589931488037,1.1775338649749756,1.2076630592346191,37,127,75,41,66,191,
164,1.1999030113220215,7,582,0.0,0.09377312660217285,1.1319961547851562,1.1561710834503174,1.1699721813201904,1.1999030113220215,37,127,75,41,66,191,
165,1.1528420448303223,7,582,0.0,0.10048294067382812,1.083366870880127,1.1079280376434326,1.1217799186706543,1.1528420448303223,37,127,75,41,66,191,
166,1.1698708534240723,7,582,0.0,0.0975639820098877,1.102221965789795,1.1258938312530518,1.1393718719482422,1.1698708534240723,37,127,75,41,66,191,
167,1.2134130001068115,7,582,0.0,0.09762907028198242,1.145176887512207,1.169640064239502,1.183243989944458,1.2134130001068115,37,127,75,41,66,191,
168,1.1301419734954834,7,582,0.0,0.09674382209777832,1.0630948543548584,1.087336778640747,1.100928783416748,1.1301419734954834,37,127,75,41,66,191,
169,1.2216668128967285,7,582,0.0,0.0949859619140625,1.1546180248260498,1.1783998012542725,1.1931018829345703,1.2216668128967285,37,127,75,41,66,191,
170,1.2014470100402832,7,582,0.0,0.09658694267272949,1.132922887802124,1.157141923904419,1.1707789897918701,1.2014470100402832,37,127,75,41,66,191,
171,1.2168059349060059,7,582,0.0,0.09692811965942383,1.1482069492340088,1.1724679470062256,1.186284065246582,1.2168059349060059,37,127,75,41,66,191,
172,1.1872010231018066,7,582,0.0,0.09522104263305664,1.1195189952850342,1.1435670852661133,1.1573140621185303,1.1872010231018066,37,127,75,41,66,191,
173,1.1791439056396484,7,582,0.0,0.09576702117919922,1.1110539436340332,1.1348979473114014,1.1486830711364746,1.1791439056396484,37,127,75,41,66,191,
174,0.8534681797027588,7,582,0.0,0.09944915771484375,0.7858052253723145,0.8094291687011719,0.823106050491333,0.8534681797027588,37,127,75,41,66,191,
175,1.1685998439788818,7,582,0.0,0.09609484672546387,1.0993378162384033,1.1239068508148193,1.1380558013916016,1.1685998439788818,37,127,75,41,66,191,
176,1.2688629627227783,7,582,0.0,0.09591293334960938,1.2007219791412354,1.2250339984893799,1.2387700080871582,1.2688629627227783,37,127,75,41,66,191,
177,1.2218739986419678,7,582,0.0,0.09672808647155762,1.1534440517425537,1.1778271198272705,1.1915531158447266,1.2218739986419678,37,127,75,41,66,191,
178,1.1994860172271729,7,582,0.0,0.09336185455322266,1.1305739879608154,1.1550109386444092,1.1687219142913818,1.1994860172271729,37,127,75,41,66,191,
179,1.1994998455047607,7,582,0.0,0.09660983085632324,1.130687952041626,1.1550369262695312,1.17010498046875,1.1994998455047607,37,127,75,41,66,191,
180,1.2064599990844727,7,582,0.0,0.09233689308166504,1.1381030082702637,1.1622860431671143,1.176163911819458,1.2064599990844727,37,127,75,41,66,191,
181,1.2141880989074707,7,582,0.0,0.09192919731140137,1.1486620903015137,1.1720600128173828,1.18544602394104,1.2141880989074707,37,127,75,41,66,191,
182,0.9081559181213379,7,582,0.0,0.09516286849975586,0.838162899017334,0.8627409934997559,0.8767268657684326,0.9081559181213379,37,127,75,41,66,191,
183,1.1142780780792236,7,582,0.0,0.09705805778503418,1.0453360080718994,1.0696899890899658,1.08384108543396,1.1142780780792236,37,127,75,41,66,191,
184,1.1447701454162598,7,582,0.0,0.09902715682983398,1.0757191181182861,1.1005229949951172,1.1143641471862793,1.1447701454162598,37,127,75,41,66,191,
185,1.0804409980773926,7,582,0.0,0.09199190139770508,1.0170140266418457,1.039052963256836,1.0524039268493652,1.0804409980773926,37,127,75,41,66,191,
186,1.130614995956421,7,582,0.0,0.09771490097045898,1.0621309280395508,1.0871930122375488,1.1010279655456543,1.130614995956421,37,127,75,41,66,191,
187,1.1911821365356445,7,582,0.0,0.0966651439666748,1.1222259998321533,1.146907091140747,1.1609981060028076,1.1911821365356445,37,127,75,41,66,191,
188,1.2048649787902832,7,582,0.0,0.09658098220825195,1.1350758075714111,1.1597239971160889,1.1736998558044434,1.2048649787902832,37,127,75,41,66,191,
189,1.2175681591033936,7,582,0.0,0.09341001510620117,1.1480751037597656,1.1721529960632324,1.1859869956970215,1.2175681591033936,37,127,75,41,66,191,
190,1.1486668586730957,7,582,0.0,0.09157991409301758,1.0852007865905762,1.1076178550720215,1.1204018592834473,1.1486668586730957,37,127,75,41,66,191,
191,1.1844301223754883,7,582,0.0,0.09683012962341309,1.1159770488739014,1.1400690078735352,1.1539030075073242,1.1844301223754883,37,127,75,41,66,191,
192,1.1429648399353027,7,582,0.0,0.09201598167419434,1.075896978378296,1.099397897720337,1.1127538681030273,1.1429648399353027,37,127,75,41,66,191,
193,1.1902110576629639,7,582,0.0,0.0973670482635498,1.1216130256652832,1.1458120346069336,1.1596059799194336,1.1902110576629639,37,127,75,41,66,191,
194,1.180845022201538,7,582,0.0,0.09421110153198242,1.1176061630249023,1.1400940418243408,1.1527140140533447,1.180845022201538,37,127,75,41,66,191,
195,0.9678549766540527,7,582,0.0,0.09665107727050781,0.8996820449829102,0.9239308834075928,0.9377350807189941,0.9678549766540527,37,127,75,41,66,191,
196,1.1653680801391602,7,582,0.0,0.06937003135681152,1.0955150127410889,1.1200511455535889,1.1340460777282715,1.1653680801391602,37,127,75,41,66,191,
197,1.2059190273284912,7,582,0.0,0.09736299514770508,1.1380929946899414,1.162459135055542,1.1762349605560303,1.2059190273284912,37,127,75,41,66,191,
198,1.1991939544677734,7,582,0.0,0.09534311294555664,1.1313560009002686,1.155639886856079,1.1694109439849854,1.1991939544677734,37,127,75,41,66,191,
199,1.1616408824920654,7,582,0.0,0.09231996536254883,1.0953099727630615,1.1189279556274414,1.1320209503173828,1.1616408824920654,37,127,75,41,66,191,
200,1.134464979171753,7,582,0.0,0.0961599349975586,1.0666289329528809,1.0906269550323486,1.104423999786377,1.134464979171753,37,127,75,41,66,191,
201,1.1858489513397217,7,582,0.0,0.09671401977539062,1.1184778213500977,1.1422820091247559,1.1561110019683838,1.1858489513397217,37,127,75,41,66,191,
202,1.1733450889587402,7,582,0.0,0.09697413444519043,1.1052250862121582,1.1298370361328125,1.14451003074646,1.1733450889587402,37,127,75,41,66,191,
203,1.1501209735870361,7,582,0.0,0.09245491027832031,1.087033987045288,1.1091468334197998,1.1218578815460205,1.1501209735870361,37,127,75,41,66,191,
204,1.1538360118865967,7,582,0.0,0.09737014770507812,1.085278034210205,1.1097180843353271,1.1237950325012207,1.1538360118865967,37,127,75,41,66,191,
205,1.1241850852966309,7,582,0.0,0.0975339412689209,1.0556819438934326,1.0799329280853271,1.0936479568481445,1.1241850852966309,37,127,75,41,66,191,
206,1.1681981086730957,7,582,0.0,0.09831905364990234,1.0988221168518066,1.1234900951385498,1.1372721195220947,1.1681981086730957,37,127,75,41,66,191,
207,1.222059965133667,7,582,0.0,0.09539198875427246,1.1532909870147705,1.1775789260864258,1.191450834274292,1.222059965133667,37,127,75,41,66,191,
208,1.2169620990753174,7,582,0.0,0.0960090160369873,1.1493151187896729,1.1734910011291504,1.187309980392456,1.2169620990753174,37,127,75,41,66,191,
209,1.2209861278533936,7,582,0.0,0.07073712348937988,1.1524131298065186,1.1765451431274414,1.1915230751037598,1.2209861278533936,37,127,75,41,66,191,
210,1.1842918395996094,7,582,0.0,0.09545779228210449,1.115609884262085,1.1395998001098633,1.1548058986663818,1.1842918395996094,37,127,75,41,66,191,
211,1.1775918006896973,7,582,0.0,0.0966939926147461,1.1091887950897217,1.1334857940673828,1.1474359035491943,1.1775918006896973,37,127,75,41,66,191,
212,1.1642189025878906,7,582,0.0,0.09624600410461426,1.0957040786743164,1.1199219226837158,1.133918046951294,1.1642189025878906,37,127,75,41,66,191,
213,1.1502559185028076,7,582,0.0,0.09867382049560547,1.0818088054656982,1.1057789325714111,1.1198439598083496,1.1502559185028076,37,127,75,41,66,191,
214,1.2219669818878174,7,582,0.0,0.1002650260925293,1.1534569263458252,1.178380012512207,1.1929340362548828,1.2219669818878174,37,127,75,41,66,191,
215,1.2089579105377197,7,582,0.0,0.09650301933288574,1.1404879093170166,1.1647169589996338,1.178483009338379,1.2089579105377197,37,127,75,41,66,191,
216,1.1842319965362549,7,582,0.0,0.09263110160827637,1.1172809600830078,1.1412580013275146,1.1545650959014893,1.1842319965362549,37,127,75,41,66,191,
217,1.1835429668426514,7,582,0.0,0.09719586372375488,1.1146388053894043,1.1391069889068604,1.1529638767242432,1.1835429668426514,37,127,75,41,66,191,
218,1.1486780643463135,7,582,0.0,0.09590005874633789,1.0801661014556885,1.1043891906738281,1.119408130645752,1.1486780643463135,37,127,75,41,66,191,
219,1.1067121028900146,7,582,0.0,0.09562301635742188,1.038444995880127,1.0625300407409668,1.0758659839630127,1.1067121028900146,37,127,75,41,66,191,
220,1.1458868980407715,7,582,0.0,0.09648680686950684,1.0774657726287842,1.1016368865966797,1.1154069900512695,1.1458868980407715,37,127,75,41,66,191,
221,1.2226440906524658,7,582,0.0,0.09541916847229004,1.1547040939331055,1.1791291236877441,1.1928000450134277,1.2226440906524658,37,127,75,41,66,191,
222,1.2581510543823242,7,582,0.0,0.09693098068237305,1.1897470951080322,1.213947057723999,1.2278029918670654,1.2581510543823242,37,127,75,41,66,191,
223,1.236664056777954,7,582,0.0,0.09362602233886719,1.1703789234161377,1.1935830116271973,1.206864833831787,1.236664056777954,37,127,75,41,66,191,
224,1.1250901222229004,7,582,0.0,0.09680914878845215,1.0563111305236816,1.080747127532959,1.0947041511535645,1.1250901222229004,37,127,75,41,66,191,
225,1.1352269649505615,7,582,0.0,0.09703493118286133,1.0688610076904297,1.092115879058838,1.1065490245819092,1.1352269649505615,37,127,75,41,66,191,
226,1.1952130794525146,7,582,0.0,0.09710121154785156,1.125718116760254,1.15077805519104,1.1647062301635742,1.1952130794525146,37,127,75,41,66,191,
227,1.1756999492645264,7,582,0.0,0.09501194953918457,1.1124720573425293,1.1346549987792969,1.1474659442901611,1.1756999492645264,37,127,75,41,66,191,
228,1.295753002166748,7,582,0.0,0.09590697288513184,1.227924108505249,1.2519330978393555,1.2658169269561768,1.295753002166748,37,127,75,41,66,191,
229,1.146540880203247,7,582,0.0,0.09188508987426758,1.082840919494629,1.105381965637207,1.1183419227600098,1.146540880203247,37,127,75,41,66,191,
230,1.1157441139221191,7,582,0.0,0.09579610824584961,1.0467429161071777,1.071885108947754,1.085710048675537,1.1157441139221191,37,127,75,41,66,191,
231,1.1409859657287598,7,582,0.0,0.09550786018371582,1.0731408596038818,1.0971710681915283,1.1108570098876953,1.1409859657287598,37,127,75,41,66,191,
